iter	MAE	RMSE
884	0.1387015528	0.1788473242
885	0.1386877451	0.1788209932
886	0.1386659773	0.1787982932
887	0.1386471453	0.178772227
888	0.1386173347	0.1787444955
889	0.1385934515	0.1787197294
890	0.1385669719	0.1786874355
891	0.1385433385	0.1786621012
892	0.1385190951	0.1786297604
893	0.1384985476	0.178602728
894	0.1384801218	0.1785792043
895	0.1384418112	0.1785332954
896	0.1384136223	0.1785043625
897	0.1383938623	0.1784772184
898	0.1383770668	0.1784515173
899	0.1383448933	0.1784126979
900	0.1383280647	0.1783922385
901	0.1383125664	0.1783699102
902	0.1382934705	0.1783450744
903	0.138270927	0.1783163096
904	0.1382355346	0.1782745525
905	0.1382219698	0.1782593345
906	0.1382016169	0.1782351569
907	0.1381822131	0.1782102695
908	0.1381510677	0.1781751521
909	0.1381350259	0.1781524034
910	0.1380957037	0.178103597
911	0.1380679887	0.1780755745
912	0.1380261756	0.1780241553
913	0.1380015241	0.1779967168
914	0.1379880617	0.177981735
915	0.1379641329	0.177958453
916	0.1379386378	0.1779264755
917	0.1379161952	0.1778967774
918	0.1378866215	0.1778606409
919	0.1378571464	0.1778248618
920	0.1378391138	0.1778014931
921	0.1378235282	0.1777815157
922	0.1377963348	0.1777416363
923	0.1377804745	0.1777178779
924	0.1377605563	0.177695389
925	0.1377486049	0.1776792236
926	0.1377264403	0.1776480845
927	0.1376891546	0.1776029738
928	0.1376708931	0.1775786107
929	0.1376612013	0.177563388
930	0.1376419383	0.1775437932
931	0.1376204669	0.1775176839
932	0.1375987805	0.1774902556
933	0.1375893138	0.1774751373
934	0.1375614732	0.1774447373
935	0.1375437112	0.1774176549
936	0.1375296696	0.1774007167
937	0.1375090567	0.177371004
938	0.1374864243	0.1773394011
939	0.1374590807	0.1773113641
940	0.1374360453	0.1772824333
941	0.1374113037	0.177254775
942	0.1374052556	0.1772454408
943	0.1373842961	0.1772225979
944	0.137360726	0.1771864424
945	0.137345123	0.1771612601
946	0.1373231985	0.1771278709
947	0.1373037955	0.1771032035
948	0.1372859953	0.1770755138
949	0.1372674933	0.1770543145
950	0.1372464892	0.177028318
951	0.1372332036	0.1770148497
952	0.1372144559	0.176989461
953	0.1372054088	0.1769729683
954	0.1371922469	0.1769508658
955	0.1371662543	0.1769205351
956	0.1371437036	0.1768877516
957	0.1371242106	0.1768656506
958	0.1370988458	0.1768336486
959	0.1370852701	0.1768170937
960	0.1370652259	0.1767870878
961	0.1370370954	0.1767558082
962	0.1370085983	0.1767203438
963	0.1369744927	0.1766767622
964	0.1369571821	0.1766499542
965	0.1369362625	0.176625619
966	0.1369208967	0.1766044397
967	0.1369076989	0.176583231
968	0.1368851466	0.176556155
969	0.1368667717	0.1765347778
970	0.1368536294	0.1765130685
971	0.1368314333	0.1764903721
972	0.1368030531	0.1764590727
973	0.1367838878	0.1764281193
974	0.1367658927	0.176402009
975	0.1367474341	0.1763777546
976	0.1367357942	0.1763614438
977	0.1367144997	0.1763325964
978	0.1366956302	0.1763065531
979	0.1366758822	0.1762744619
980	0.136648059	0.1762361491
981	0.1366267054	0.1762086146
982	0.1366110474	0.1761902607
983	0.1365867581	0.1761653405
984	0.1365617058	0.1761395447
985	0.1365369219	0.176109999
986	0.1365196799	0.1760918858
987	0.1364967037	0.176066611
988	0.1364814569	0.1760511873
989	0.1364540402	0.1760190381
990	0.1364209575	0.1759863312
991	0.1364091487	0.1759737751
992	0.1363921073	0.1759517795
993	0.1363750674	0.1759272845
994	0.1363553977	0.1759028512
995	0.1363322391	0.1758760718
996	0.1363154067	0.1758472088
997	0.1362910226	0.1758189385
998	0.136277143	0.1758001091
999	0.136261543	0.1757783122
